Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Ecuador,ECU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.3553719008264,14.6341463414634,14.6341463414634,..,16,16,16,25,25,25,32.258064516129,32.258064516129,32.258064516129,32.258064516129,38.6861313868613,41.6058394160584,41.6058394160584,41.6058394160584,37.956204379562,37.956204379562,37.956204379562,39.4160583941606,39.4160583941606
"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,21.54,21.6,21.79,20.5,20.95,21.45,21.99,22.58,24.49,23.21,24.43,24.3,23.73,24.19,25.13,25.59,24.36,24.62,23.63,20.02,20,..,..
"Egypt, Arab Rep.",EGY,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,20.9,34,..,..,..,..,16.1,..,..,17.8,..,..,..,5.2,..
"Egypt, Arab Rep.",EGY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1.98237885462555,1.98237885462555,2.42290748898678,2.42290748898678,2.42290748898678,2.86343612334802,1.98237885462555,2.03619909502262,1.80995475113122,1.80995475113122,1.76211453744493,12.6953125,1.96850393700787,1.96850393700787,..,..,..,14.9328859060403,14.9328859060403,14.9328859060403,14.9328859060403,27.4111675126904,27.7027027027027
El Salvador,SLV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,48.28,48.06,47.84,47.62,49.3,47.53,48.35,49.18,49.56,49.69,49.81,49.18,49.07,50.05,51.19,49.61,48.6,49.59,49.01,48.93,49.28,..,..
El Salvador,SLV,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,39.6,..,..,..,40.2,..,..,..,..,..,38.4,..,..,..,..,..
El Salvador,SLV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,16.6666666666667,9.52380952380952,9.52380952380952,9.52380952380952,10.7142857142857,10.7142857142857,10.7142857142857,16.6666666666667,16.6666666666667,16.6666666666667,19.047619047619,19.047619047619,19.047619047619,26.1904761904762,26.1904761904762,27.3809523809524,32.1428571428571,32.1428571428571,32.1428571428571,30.952380952381,30.952380952381,33.3333333333333,27.3809523809524
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,52.39,52.59,52.65,52.85,53.16,53.53,53.91,54.09,54.35,54.69,55.09,55.5,55.5,55.59,55.77,56.03,56.35,56.14,56.04,56.05,56.17,..,..
Equatorial Guinea,GNQ,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5,5,5,5,5,18,18,18,18,6,10,10,10,10,12.1212121212121,24,24,24,..,20,21,21,23
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,72.97,72.85,72.7,72.51,72.36,72.3,72.38,72.68,73.03,73.44,73.8,74.14,74.45,74.72,74.95,74.91,74.99,75.03,75.09,75,74.92,..,..
Eritrea,ERI,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,4.2,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.6666666666667,14.6666666666667,14.6666666666667,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,..,..
Estonia,EST,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,65.2,66.06,65.62,64.06,66.3,67.62,67.86,69.63,68.93,70.31,70.63,71.17,71.61,71.58,71.96,71.49,73.17,73.37,75.09,75.6,75.8,..,..
Estonia,EST,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,28.3,..,..,..,36.3,..,..,..,38.3,..,..,..,..,..,35.5,..,..
Estonia,EST,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.8217821782178,17.8217821782178,17.8217821782178,17.8217821782178,18.8118811881188,18.8118811881188,18.8118811881188,18.8118811881188,20.7920792079208,20.7920792079208,22.7722772277228,22.7722772277228,19.8019801980198,20.7920792079208,20.7920792079208,19,23.7623762376238,23.7623762376238,26.7326732673267,26.7326732673267,29.7029702970297,28.7128712871287,25.7425742574257
Eswatini,SWZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,45.27,45.5,45.77,46.01,46.25,46.48,46.67,46.89,47.07,47.27,47.46,47.67,48.08,48.52,48.94,49.3,49.54,50.17,50.66,51.03,51.34,..,..
Eswatini,SWZ,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,28.6,..,..,..,..,..,..,..,..,..,36,..,..,..,..,..
Eswatini,SWZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,3.07692307692308,3.07692307692308,3.07692307692308,3.07692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,13.8461538461538,13.6363636363636,13.6363636363636,13.6363636363636,13.6363636363636,6.15384615384615,6.15384615384615,6.15384615384615,6.15384615384615,6.15384615384615,7.2463768115942,7.2463768115942,9.58904109589041,9.58904109589041
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,72.13,72.92,73.72,74.49,75.25,75.98,76.68,76.62,76.55,76.46,76.37,76.28,76.21,76.15,76.1,76.05,76.01,75.99,75.98,76,76.02,..,..
Ethiopia,ETH,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,30.9,..,..,..,..,35.3,..,..,..,36.2,..,..,..,..,..,..
Ethiopia,ETH,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,2.02578268876611,7.69230769230769,7.6782449725777,7.6782449725777,7.6782449725777,7.6782449725777,21.4285714285714,21.9281663516068,21.9281663516068,21.9281663516068,21.9281663516068,27.7879341864717,27.7879341864717,27.7879341864717,27.7879341864717,27.7879341864717,38.7568555758684,38.7568555758684,38.7568555758684,38.7568555758684,38.7568555758684,38.7568555758684,42.5882352941177
Faroe Islands,FRO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,38.36,37.78,37.41,37.09,36.81,36.54,36.26,37.95,39.63,41.3,42.97,44.67,46.47,45.61,44.74,43.85,42.36,40.82,40.75,40.69,40.62,..,..
Fiji,FJI,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,49.1,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,11.2676056338028,..,5.71428571428571,5.71428571428571,5.71428571428571,8.45070422535211,8.45070422535211,..,..,..,..,..,..,..,..,14,16,16,16,19.6078431372549,19.6078431372549,19.6078431372549,21.5686274509804
Finland,FIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,71.53,71.58,72.19,72.7,72.42,72.39,72.67,73.23,73.8,73.91,73.51,72.56,72.55,73.21,73.31,73.91,74.39,74.11,74.96,76.2,76.6,..,..
Finland,FIN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,..
Finland,FIN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,37,36.5,36.5,36.5,37.5,37.5,37.5,38,41.5,41.5,40,40,42.5,42.5,42.5,42.5,41.5,41.5,42,42,47,46,46
France,FRA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,62.07,62.26,61.96,62.27,63.93,63.76,64.28,64.39,64.81,65.06,65.54,65.67,65.65,66.15,66.81,66.96,67.28,67.61,67.64,68.22,68.3,..,..
France,FRA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.2
France,FRA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,10.9185441941075,10.9185441941075,10.9185441941075,12.1317157712305,12.1951219512195,12.1951219512195,12.1951219512195,12.1951219512195,18.1975736568458,18.1975736568458,18.8908145580589,18.8908145580589,18.8908145580589,26.8630849220104,26.8630849220104,26.1698440207972,26.1698440207972,26.1698440207972,38.9948006932409,39.5833333333333,39.6880415944541,39.5147313691508,39.5147313691508
French Polynesia,PYF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,51.31,51.22,51.15,51.1,51,50.96,50.99,51.11,51.32,51.92,52.48,52.95,53.46,53.86,53.72,53.54,53.41,53.31,53.3,53.31,53.24,..,..
French Polynesia,PYF,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,38.2,38.44,38.67,38.95,39.24,39.57,39.9,40.3,40.67,41.13,41.59,42.03,42.33,42.72,43.17,43.68,44.22,44.46,44.67,44.85,44.99,..,..
Gabon,GAB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,33.1,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.33333333333333,9.16666666666667,9.16666666666667,9.2436974789916,9.2436974789916,9.2436974789916,9.2436974789916,12.5,16.6666666666667,16.6666666666667,14.6551724137931,14.6551724137931,14.1666666666667,15.7894736842105,15.7894736842105,15,14.1666666666667,14.1666666666667,17.0940170940171,..,17.910447761194,14.7887323943662,16.1971830985916
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,48.04,48.28,48.53,48.78,49.02,49.27,49.54,49.81,50.08,50.35,50.63,50.94,51.26,51.6,51.72,51.87,52,52.12,52.23,52.34,52.45,..,..
"Gambia, The",GMB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,21.3,..,..,..,..,..,..,..,..,..,..,..,16.8,..,..,..
"Gambia, The",GMB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,2.04081632653061,2.04081632653061,2.04081632653061,5.66037735849057,13.2075471698113,13.2075471698113,13.2075471698113,13.2075471698113,9.43396226415094,9.43396226415094,7.54716981132075,7.54716981132075,7.54716981132075,7.54716981132075,7.54716981132075,9.43396226415094,9.43396226415094,9.43396226415094,10.3448275862069,10.3448275862069,10.3448275862069,8.62068965517241,8.62068965517241
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,61.48,57.63,60.98,59.05,60.91,59.92,59.38,59.61,59.87,60.14,60.44,62.92,63.77,63.6,62.72,63.81,65.23,63.3,62.92,62.38,61.45,..,..
Georgia,GEO,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,35.2,..,..,40.8,..,..,..,..,36.1,..,..,..,..,..,22.4,..,..
Georgia,GEO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,7.23404255319149,7.23404255319149,7.23404255319149,7.23404255319149,9.36170212765957,9.36170212765957,9.36170212765957,9.36170212765957,6,5.10948905109489,6.52173913043478,6.56934306569343,12,12,12,11.3333333333333,16,16,16,14.7651006711409,20.6666666666667,19.3333333333333
Germany,DEU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,63.28,63.5,64.04,64.7,65.56,65.67,67.06,68.41,69.32,69.67,70.36,70.87,71.99,71.98,72.67,72.86,72.96,73.41,73.79,74.11,74.73,..,..
Germany,DEU,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,20.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.5
Germany,DEU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,30.9417040358744,30.9417040358744,31.0810810810811,32.1724709784411,32.1724709784411,32.75,31.7589576547231,31.5960912052117,31.6476345840131,32.1895424836601,32.7974276527331,32.7974276527331,32.9032258064516,32.9032258064516,36.4500792393027,36.4500792393027,36.4500792393027,36.4500792393027,30.7475317348378,30.7475317348378,30.8885754583921,31.1706629055007,34.9184782608696
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,73.95,73.98,73.36,72.74,72.11,71.5,70.91,70.34,69.83,69.31,68.78,68.22,67.63,67.01,66.35,65.67,64.97,65.08,65.17,65.28,65.37,..,..
Ghana,GHA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,44,..,..,..,..,..,31.6,..,..,..,..,..,..,..,..
Ghana,GHA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9,..,9,9,9,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,7.89473684210526,8.26086956521739,8.26086956521739,8.26086956521739,..,10.9090909090909,10.9090909090909,10.9090909090909,10.9090909090909,12.7272727272727,12.7272727272727,13.0909090909091,13.0909090909091,14.5454545454545
Gibraltar,GIB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,50.93,51.12,50.19,51.55,52.62,54.72,54.95,55.5,55.43,55.51,56.85,57.73,57.76,58.62,58.75,59.22,60.18,60.62,60.41,60.17,60.61,..,..
Greece,GRC,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,24.4,..,..,..,..,..,..,..,..,..,..,..,..,45.9,..,..,..
Greece,GRC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,6.33333333333333,8.66666666666667,8.66666666666667,8.66666666666667,8.66666666666667,14,13,13,14.6666666666667,14.6666666666667,17.3333333333333,17.3333333333333,18.6666666666667,21,21,21,19.6666666666667,19.6666666666667,18.3333333333333,18.6666666666667,20.6666666666667,21.6666666666667,21.6666666666667
Greenland,GRL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,57.3,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667
Guam,GUM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,61.6,61.45,61.33,61.19,61.04,60.77,60.53,60.43,60.22,60,59.84,59.69,59.62,59.56,59.53,59.51,59.51,59.5,59.48,59.47,59.43,..,..
Guam,GUM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,42.51,42.8,43.03,43.38,43.6,43.93,43.72,43.5,43.27,43.02,42.77,42.52,42.28,48.57,42.48,42.53,40.92,42.51,41.48,41.95,42.45,..,..
Guatemala,GTM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,28.4,..,..,..,44.2,..,..,..,..,..,..,31.5,..,..,..,..
Guatemala,GTM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,7.07964601769912,8.84955752212389,8.84955752212389,8.84955752212389,8.22784810126582,8.22784810126582,8.22784810126582,8.22784810126582,12.0253164556962,12.0253164556962,12.0253164556962,12.0253164556962,13.2911392405063,13.2911392405063,13.2911392405063,13.2911392405063,13.9240506329114,13.9240506329114,12.6582278481013,12.6582278481013,19.375,19.375,19.375
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,65.25,65.21,65.13,65.04,64.97,64.89,64.81,64.81,64.79,64.78,64.79,64.77,64.77,64.78,64.79,64.81,64.82,64.84,64.87,64.93,65.01,..,..
Guinea,GIN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,25.4,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..
Guinea,GIN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.7719298245614,8.7719298245614,8.7719298245614,..,19.2982456140351,19.2982456140351,19.2982456140351,19.2982456140351,19.2982456140351,..,..,..,..,..,..,21.9298245614035,21.9298245614035,21.9298245614035,21.9298245614035,21.9298245614035,22.8070175438596,16.6666666666667,..
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,65.99,65.92,65.92,65.95,65.97,66,66.02,66.07,66.12,66.19,66.26,66.34,66.41,66.53,66.64,66.76,66.85,66.93,67.01,67.11,67.19,..,..
Guinea-Bissau,GNB,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,19.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,7.84313725490196,7.84313725490196,7.84313725490196,..,14,14,14,14,10,10,10,10,14,14,13.7254901960784,13.7254901960784,13.7254901960784,13.7254901960784,13.7254901960784,13.7254901960784,13.7254901960784,13.7254901960784
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,37.89,37.4,36.9,36.37,37.06,37.68,38.22,38.79,39.31,39.81,40.33,40.9,41.49,42.12,42.77,43.43,44.07,44.76,45.45,46.15,46.43,..,..
Guyana,GUY,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,58.3,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,18.4615384615385,18.4615384615385,18.4615384615385,20,20,30.7692307692308,30.7692307692308,28.9855072463768,28.9855072463768,30,30,30,31.3432835820896,31.3432835820896,31.3432835820896,31.3432835820896,30.4347826086957,30.4347826086957,31.8840579710145,31.8840579710145,31.8840579710145,35.7142857142857,35.7142857142857
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,58.43,58.41,58.64,58.94,59.28,59.66,60.06,60.43,60.88,61.16,61.62,61.64,62.28,62.74,63.3,63.75,64.08,64.4,64.7,65.01,65.16,..,..
Haiti,HTI,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,3.6144578313253,..,3.6144578313253,3.6144578313253,3.6144578313253,3.6144578313253,3.6144578313253,2.04081632653061,4.08163265306122,4.08163265306122,4.08163265306122,11.1111111111111,4.21052631578947,4.21052631578947,4.21052631578947,4.21052631578947,4.21052631578947,0,2.54237288135593,2.54237288135593,2.54237288135593,..,..
Honduras,HND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,47.86,46.72,45.59,45.3,45.03,44.77,44.53,41.66,40.97,42.94,44.31,46.05,43.02,41.97,46.83,49.77,50.34,50.16,49.38,53.83,54.28,..,..
Honduras,HND,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,39.9,..,..,..,43.3,..,..,..,..,..,54.7,..,..,..,..,..
Honduras,HND,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.375,9.375,9.375,5.46875,5.46875,5.46875,23.4375,23.4375,23.4375,23.4375,17.96875,17.96875,19.53125,19.53125,..,25.78125,25.78125,25.78125,..,21.09375,21.09375,21.09375,27.34375
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,56.53,57.34,58.25,59.85,59.72,60.06,60.29,60.65,61.15,61.08,61.23,59.88,61.19,61.97,63.38,63.76,64.28,64.59,65.13,65.47,65.34,..,..
"Hong Kong SAR, China",HKG,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,51.67,52.02,51.92,52.31,53.59,53.49,54.83,55.27,54.86,54.66,54.88,56.16,56.49,57.84,58.22,60.32,61.89,63.26,64.15,64.93,65.28,..,..
Hungary,HUN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,36.5,..,..,..,42.4,..,..,..,48.7,..,..,..,..,..,51.9,..,..
Hungary,HUN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.29015544041451,8.29015544041451,8.29015544041451,9.06735751295337,9.84455958549223,9.09090909090909,9.09090909090909,10.3626943005181,11.139896373057,11.139896373057,11.139896373057,9.06735751295337,8.80829015544041,8.80829015544041,8.80829015544041,10.0502512562814,10.1010101010101,10.1010101010101,10.0502512562814,12.5628140703518,12.5628140703518,12.0603015075377,13.0653266331658
Iceland,ISL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,83.11,85.79,84.65,83.53,83.4,83.05,82.49,83.23,82.61,81.65,81.04,81.57,81.46,82.36,83.26,84.43,85.72,86.17,85.77,84.45,84.26,..,..
Iceland,ISL,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,34.9206349206349,34.9206349206349,34.9206349206349,34.9206349206349,30.1587301587302,30.1587301587302,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,42.8571428571429,42.8571428571429,39.6825396825397,39.6825396825397,39.6825396825397,39.6825396825397,41.2698412698413,47.6190476190476,38.0952380952381,38.0952380952381,38.0952380952381,38.0952380952381,47.6190476190476
India,IND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,31.98,31.97,32.25,32.55,32.84,33.15,33.46,32.11,30.81,29.55,28.32,27.14,25.67,24.26,23.85,23.46,23.1,22.77,22.45,22.16,22.26,..,..
India,IND,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,9.1,..,..,..,..,..,..,..,10.7,..,..,..,..,..,..,..
India,IND,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.44036697247707,9.00735294117647,8.83977900552486,8.83977900552486,8.83977900552486,8.25688073394496,8.28729281767956,8.25688073394496,9.05730129390018,9.05730129390018,10.8256880733945,10.8256880733945,11.0091743119266,11.0091743119266,11.0091743119266,11.4180478821363,11.9705340699816,11.9705340699816,11.8081180811808,11.8081180811808,14.3911439114391,14.3646408839779,14.4444444444444
Indonesia,IDN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,52.37,52.83,51.09,49.06,48.78,48.23,47.29,47.38,51.44,52.3,52.34,53.13,53.24,53.81,52.99,52.8,52.74,52.94,54.01,55.18,55.99,..,..
Indonesia,IDN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,42.8,..,..,..,..,..,22.1,..,..,..,..,..,..
